userIdInt,recommendations
6940,"[{'175165': 4.86}, {'58324': 4.61}, {'87115': 4.61}, {'152067': 4.33}, {'189325': 4.29}, {'1710': 4.28}, {'5982': 4.15}, {'44187': 4.0}, {'157106': 3.94}, {'105759': 3.9}, {'4739': 3.89}, {'145028': 3.86}, {'110380': 3.85}, {'133335': 3.84}, {'42385': 3.82}]"
6941,"[{'170959': 3.54}, {'27646': 3.32}, {'7885': 3.26}, {'56167': 3.22}, {'112903': 3.16}, {'42740': 3.15}, {'170939': 3.14}, {'48167': 3.11}, {'140769': 3.1}, {'127192': 2.98}, {'77841': 2.97}, {'6342': 2.94}, {'89862': 2.94}, {'31894': 2.92}, {'151707': 2.87}]"
6942,"[{'26117': 5.32}, {'145994': 5.02}, {'8421': 4.99}, {'54198': 4.63}, {'27856': 4.28}, {'8142': 4.26}, {'70175': 4.17}, {'167964': 4.14}, {'132569': 4.09}, {'146922': 4.07}, {'53453': 4.05}, {'89217': 4.03}, {'100062': 3.94}, {'163022': 3.93}, {'173535': 3.92}]"
6943,"[{'135625': 3.97}, {'33264': 3.67}, {'6456': 3.65}, {'871': 3.62}, {'5024': 3.59}, {'34246': 3.42}, {'2768': 3.42}, {'98065': 3.39}, {'91273': 3.35}, {'5783': 3.34}, {'26717': 3.32}, {'6127': 3.31}, {'33410': 3.28}, {'47084': 3.28}, {'60135': 3.28}]"
6944,"[{'49225': 3.48}, {'140769': 3.21}, {'26761': 3.16}, {'192579': 3.14}, {'156783': 3.02}, {'26096': 3.0}, {'117430': 2.95}, {'174219': 2.93}, {'42783': 2.92}, {'93324': 2.86}, {'26228': 2.86}, {'6342': 2.76}, {'135979': 2.75}, {'27646': 2.74}, {'27841': 2.73}]"
6945,"[{'49225': 5.03}, {'27646': 4.51}, {'140769': 3.9}, {'112903': 3.86}, {'27658': 3.8}, {'160678': 3.78}, {'174219': 3.73}, {'170959': 3.72}, {'55856': 3.69}, {'135290': 3.63}, {'174169': 3.59}, {'174255': 3.59}, {'174353': 3.59}, {'192579': 3.58}, {'167532': 3.57}]"
6946,"[{'26157': 3.28}, {'5727': 3.16}, {'54171': 3.14}, {'93193': 3.08}, {'142811': 3.04}, {'1052': 2.99}, {'146684': 2.94}, {'26417': 2.9}, {'107117': 2.88}, {'59382': 2.84}, {'51167': 2.79}, {'91035': 2.7}, {'162726': 2.7}, {'167532': 2.62}, {'115965': 2.61}]"
6947,"[{'82591': 4.57}, {'145028': 4.36}, {'7879': 4.27}, {'55856': 4.17}, {'133716': 4.15}, {'55298': 4.08}, {'60356': 4.08}, {'152067': 4.04}, {'76158': 4.02}, {'189325': 4.01}, {'68482': 3.91}, {'43897': 3.88}, {'97395': 3.88}, {'116704': 3.87}, {'100157': 3.87}]"
6948,"[{'2768': 5.22}, {'6511': 4.44}, {'4260': 4.42}, {'26540': 4.23}, {'101893': 4.16}, {'123200': 4.07}, {'26674': 4.06}, {'86057': 4.03}, {'6258': 3.99}, {'114873': 3.98}, {'3106': 3.96}, {'108518': 3.96}, {'7912': 3.94}, {'7697': 3.93}, {'135625': 3.93}]"
6949,"[{'145022': 4.13}, {'71418': 3.96}, {'88065': 3.89}, {'89632': 3.86}, {'189325': 3.65}, {'8142': 3.58}, {'7276': 3.54}, {'190089': 3.54}, {'39244': 3.53}, {'170939': 3.52}, {'133335': 3.51}, {'79987': 3.5}, {'26717': 3.45}, {'89961': 3.44}, {'81725': 3.44}]"
6950,"[{'145994': 3.93}, {'26117': 3.32}, {'173735': 3.29}, {'54198': 3.27}, {'26139': 3.19}, {'90933': 3.11}, {'48389': 3.09}, {'8421': 3.02}, {'189325': 3.01}, {'174219': 3.01}, {'48501': 2.98}, {'147300': 2.97}, {'411': 2.94}, {'3625': 2.94}, {'4507': 2.92}]"
6951,"[{'189325': 4.74}, {'145022': 4.7}, {'1555': 3.73}, {'173351': 3.62}, {'5037': 3.52}, {'3229': 3.38}, {'6511': 3.31}, {'108518': 3.24}, {'26141': 3.13}, {'68835': 3.12}, {'172583': 3.11}, {'61628': 3.11}, {'37277': 3.1}, {'2591': 3.08}, {'53453': 3.06}]"
6952,"[{'145028': 5.0}, {'87115': 5.0}, {'175165': 5.0}, {'136443': 5.0}, {'79987': 5.0}, {'7341': 5.0}, {'4668': 5.0}, {'48389': 5.0}, {'157106': 5.0}, {'31032': 5.0}, {'114895': 5.0}, {'152067': 5.0}, {'71017': 5.0}, {'44187': 5.0}, {'51187': 5.0}]"
6953,"[{'6342': 4.25}, {'5727': 4.01}, {'140769': 4.0}, {'1903': 3.97}, {'49225': 3.9}, {'136249': 3.8}, {'146684': 3.69}, {'112903': 3.58}, {'27646': 3.57}, {'107117': 3.57}, {'170939': 3.57}, {'98065': 3.54}, {'91490': 3.52}, {'134378': 3.5}, {'91035': 3.49}]"
6954,"[{'5939': 5.0}, {'85298': 5.0}, {'3586': 5.0}, {'5931': 5.0}, {'7351': 5.0}, {'164983': 5.0}, {'43289': 5.0}, {'86096': 5.0}, {'169288': 5.0}, {'78247': 5.0}, {'114242': 5.0}, {'143239': 5.0}, {'89584': 5.0}, {'178355': 5.0}, {'108518': 5.0}]"
6955,"[{'136445': 3.92}, {'84160': 3.61}, {'188751': 3.38}, {'96687': 3.34}, {'48660': 3.33}, {'148855': 3.3}, {'142450': 3.27}, {'107625': 3.26}, {'120813': 3.19}, {'173351': 3.16}, {'90730': 3.15}, {'170423': 3.14}, {'46194': 3.14}, {'80181': 3.13}, {'127154': 3.11}]"
6956,"[{'145022': 4.0}, {'189325': 3.63}, {'188187': 2.72}, {'116839': 2.7}, {'34246': 2.66}, {'142857': 2.62}, {'79236': 2.59}, {'62206': 2.59}, {'60880': 2.59}, {'115965': 2.59}, {'145140': 2.56}, {'117346': 2.52}, {'131252': 2.5}, {'3229': 2.5}, {'173535': 2.47}]"
6957,"[{'135625': 5.12}, {'98065': 4.91}, {'2768': 4.86}, {'70607': 4.56}, {'91490': 4.55}, {'6342': 4.53}, {'4556': 4.48}, {'5727': 4.44}, {'33410': 4.41}, {'101893': 4.41}, {'106158': 4.38}, {'136249': 4.38}, {'84799': 4.35}, {'104631': 4.33}, {'170787': 4.3}]"
6958,"[{'145022': 4.36}, {'114895': 4.26}, {'59295': 4.06}, {'46194': 3.82}, {'114888': 3.76}, {'189325': 3.76}, {'188751': 3.76}, {'109853': 3.74}, {'158322': 3.57}, {'78162': 3.57}, {'79254': 3.54}, {'136445': 3.54}, {'54171': 3.45}, {'96634': 3.44}, {'170423': 3.44}]"
6959,"[{'132569': 5.0}, {'9019': 5.0}, {'5035': 5.0}, {'53453': 5.0}, {'8823': 5.0}, {'27779': 5.0}, {'4668': 5.0}, {'89369': 5.0}, {'26761': 5.0}, {'3570': 5.34}, {'48389': 5.22}, {'173735': 5.12}, {'54198': 5.12}, {'136443': 4.98}, {'71418': 4.89}]"
6960,"[{'82157': 4.1}, {'145028': 3.89}, {'170959': 3.85}, {'100157': 3.81}, {'127200': 3.78}, {'26157': 3.74}, {'69075': 3.72}, {'27513': 3.58}, {'5727': 3.56}, {'171631': 3.55}, {'102396': 3.44}, {'4556': 3.43}, {'6969': 3.42}, {'91490': 3.4}, {'27735': 3.38}]"
6961,"[{'145022': 5.0}, {'1555': 5.0}, {'140150': 5.0}, {'145384': 5.0}, {'7423': 5.0}, {'105364': 5.0}, {'32381': 5.1}, {'173351': 5.04}, {'39410': 5.0}, {'95771': 4.95}, {'82320': 4.95}, {'145994': 4.88}, {'5037': 4.86}, {'3609': 4.83}, {'145034': 4.82}]"
6962,"[{'145022': 5.0}, {'189325': 4.77}, {'82591': 4.56}, {'112066': 4.45}, {'985': 4.44}, {'152067': 4.33}, {'140150': 4.29}, {'188625': 4.26}, {'65588': 4.18}, {'107408': 4.06}, {'58870': 4.05}, {'146244': 3.99}, {'145028': 3.94}, {'105364': 3.85}, {'170897': 3.84}]"
6963,"[{'34246': 4.72}, {'111680': 4.24}, {'3229': 4.2}, {'31148': 4.2}, {'6511': 4.05}, {'141702': 4.04}, {'49642': 3.98}, {'115965': 3.94}, {'43926': 3.94}, {'7742': 3.94}, {'89961': 3.9}, {'143349': 3.87}, {'91035': 3.81}, {'26749': 3.75}, {'39410': 3.73}]"
6964,"[{'32811': 4.09}, {'142857': 4.03}, {'145022': 3.87}, {'51167': 3.83}, {'108518': 3.76}, {'4538': 3.75}, {'144448': 3.75}, {'96634': 3.7}, {'134182': 3.68}, {'46194': 3.65}, {'134704': 3.62}, {'107117': 3.61}, {'6312': 3.54}, {'103208': 3.49}, {'189325': 3.43}]"
6965,"[{'145022': 4.96}, {'189325': 3.47}, {'142857': 3.03}, {'192579': 2.96}, {'71027': 2.93}, {'190089': 2.91}, {'145140': 2.88}, {'105130': 2.86}, {'4538': 2.83}, {'108289': 2.8}, {'146684': 2.8}, {'116839': 2.79}, {'132632': 2.75}, {'162726': 2.75}, {'30981': 2.73}]"
6966,"[{'189325': 3.14}, {'145022': 2.97}, {'5783': 2.63}, {'27320': 2.6}, {'133335': 2.58}, {'71027': 2.56}, {'51167': 2.47}, {'105130': 2.46}, {'114627': 2.46}, {'151769': 2.44}, {'142857': 2.41}, {'146684': 2.37}, {'51354': 2.36}, {'106158': 2.34}, {'873': 2.33}]"
6967,"[{'189325': 3.58}, {'5842': 3.0}, {'7343': 2.87}, {'145022': 2.86}, {'42740': 2.85}, {'3625': 2.78}, {'76758': 2.76}, {'45188': 2.73}, {'5484': 2.69}, {'136443': 2.68}, {'84122': 2.67}, {'127192': 2.66}, {'161584': 2.63}, {'8421': 2.61}, {'60880': 2.6}]"
6968,"[{'145022': 4.72}, {'173535': 4.26}, {'9019': 4.25}, {'7343': 4.17}, {'173351': 3.97}, {'172583': 3.94}, {'107361': 3.77}, {'1664': 3.74}, {'189325': 3.66}, {'56511': 3.58}, {'117310': 3.56}, {'89961': 3.55}, {'136445': 3.51}, {'6673': 3.47}, {'148058': 3.46}]"
6969,"[{'189325': 2.97}, {'145022': 2.86}, {'89632': 2.38}, {'98697': 2.35}, {'133769': 2.28}, {'112907': 2.27}, {'170939': 2.27}, {'97828': 2.26}, {'132569': 2.25}, {'26761': 2.24}, {'146684': 2.22}, {'7928': 2.22}, {'97393': 2.22}, {'114082': 2.21}, {'88065': 2.2}]"
6970,"[{'49225': 4.9}, {'192579': 4.53}, {'59832': 4.5}, {'7885': 4.49}, {'77841': 4.48}, {'160678': 4.41}, {'157387': 4.39}, {'4307': 4.36}, {'170635': 4.28}, {'27646': 4.25}, {'55856': 4.18}, {'169764': 4.17}, {'167532': 4.16}, {'1052': 4.1}, {'5216': 4.08}]"
6971,"[{'145022': 5.31}, {'189325': 4.18}, {'117310': 3.3}, {'171749': 3.24}, {'142857': 3.18}, {'173535': 3.17}, {'83506': 3.13}, {'145140': 3.07}, {'62206': 2.99}, {'60880': 2.99}, {'79236': 2.99}, {'172583': 2.95}, {'115973': 2.94}, {'7405': 2.91}, {'115969': 2.89}]"
6972,"[{'145022': 5.0}, {'173535': 4.25}, {'145140': 3.56}, {'189325': 3.37}, {'171749': 3.29}, {'96634': 3.15}, {'39244': 3.13}, {'145034': 3.12}, {'95628': 3.12}, {'89961': 3.09}, {'46770': 3.04}, {'7474': 3.03}, {'190089': 3.0}, {'26757': 2.98}, {'76085': 2.96}]"
6973,"[{'42740': 3.43}, {'5842': 3.39}, {'98065': 3.24}, {'127192': 3.16}, {'8421': 3.13}, {'5624': 3.11}, {'76758': 3.06}, {'188751': 2.91}, {'116191': 2.9}, {'70229': 2.86}, {'3625': 2.82}, {'109556': 2.82}, {'4346': 2.81}, {'123200': 2.73}, {'96283': 2.73}]"
6974,"[{'189325': 3.9}, {'145022': 3.72}, {'26803': 3.7}, {'26761': 3.52}, {'1555': 3.48}, {'108518': 3.33}, {'8867': 3.3}, {'165069': 3.29}, {'7388': 3.23}, {'7174': 3.19}, {'96520': 3.19}, {'27738': 3.17}, {'188187': 3.16}, {'117430': 3.08}, {'142857': 3.08}]"
6975,"[{'189325': 4.42}, {'145022': 4.36}, {'49668': 3.45}, {'70175': 3.36}, {'105364': 3.35}, {'142857': 3.32}, {'112066': 3.31}, {'151767': 3.23}, {'118252': 3.07}, {'53853': 3.01}, {'84122': 2.93}, {'86096': 2.93}, {'65588': 2.91}, {'71027': 2.91}, {'4538': 2.9}]"
6976,"[{'7343': 5.0}, {'132569': 5.0}, {'27658': 5.0}, {'8996': 5.0}, {'5624': 5.0}, {'27646': 5.31}, {'71116': 5.31}, {'98065': 5.27}, {'3625': 5.01}, {'136445': 4.97}, {'162726': 4.96}, {'155832': 4.95}, {'5223': 4.93}, {'5842': 4.93}, {'188751': 4.89}]"
6977,"[{'157387': 3.8}, {'54198': 3.73}, {'8421': 3.5}, {'167964': 3.47}, {'42740': 3.45}, {'1664': 3.4}, {'566': 3.4}, {'6456': 3.39}, {'7885': 3.38}, {'4935': 3.27}, {'27658': 3.27}, {'26117': 3.24}, {'116191': 3.23}, {'130': 3.19}, {'96283': 3.18}]"
6978,"[{'93193': 3.27}, {'6843': 3.21}, {'3229': 3.12}, {'89961': 3.1}, {'33264': 3.07}, {'6241': 3.03}, {'93649': 3.02}, {'90933': 3.01}, {'3419': 2.96}, {'503': 2.96}, {'61937': 2.93}, {'4984': 2.9}, {'4793': 2.88}, {'1842': 2.87}, {'153756': 2.86}]"
6979,"[{'189325': 4.54}, {'145022': 4.4}, {'26761': 3.39}, {'62206': 3.35}, {'60880': 3.35}, {'79236': 3.35}, {'136443': 3.27}, {'84122': 3.16}, {'97828': 3.09}, {'27513': 3.07}, {'27093': 3.05}, {'92118': 3.04}, {'145028': 3.02}, {'175217': 3.01}, {'80478': 3.01}]"
6980,"[{'145022': 3.66}, {'189325': 3.64}, {'156783': 3.21}, {'84122': 3.05}, {'171749': 3.0}, {'173535': 3.0}, {'160990': 2.93}, {'130': 2.92}, {'76158': 2.86}, {'7928': 2.85}, {'142857': 2.82}, {'49668': 2.79}, {'165069': 2.77}, {'151767': 2.75}, {'79236': 2.73}]"
6981,"[{'142857': 4.71}, {'145022': 4.61}, {'189325': 4.22}, {'192579': 4.11}, {'6258': 4.02}, {'127188': 4.01}, {'71027': 3.98}, {'76158': 3.98}, {'32811': 3.95}, {'96009': 3.89}, {'4538': 3.89}, {'91707': 3.85}, {'171749': 3.76}, {'116839': 3.71}, {'156783': 3.67}]"
6982,"[{'119565': 4.96}, {'2768': 4.84}, {'4982': 4.79}, {'6127': 4.64}, {'66659': 4.47}, {'27513': 4.43}, {'91490': 4.23}, {'5024': 4.18}, {'158322': 4.17}, {'31032': 4.05}, {'97324': 4.05}, {'42053': 4.04}, {'32009': 4.03}, {'6307': 4.02}, {'31038': 3.98}]"
6983,"[{'145022': 4.12}, {'189325': 4.03}, {'9019': 3.44}, {'114895': 3.04}, {'173535': 2.95}, {'84122': 2.86}, {'7343': 2.75}, {'27217': 2.72}, {'406': 2.66}, {'114888': 2.66}, {'97828': 2.65}, {'96687': 2.64}, {'1664': 2.62}, {'173351': 2.6}, {'170024': 2.6}]"
6984,"[{'145022': 4.48}, {'189325': 4.16}, {'70175': 4.03}, {'53453': 3.68}, {'145994': 3.53}, {'4668': 3.44}, {'105364': 3.36}, {'8257': 3.36}, {'61628': 3.34}, {'49668': 3.31}, {'188625': 3.31}, {'108571': 3.27}, {'7928': 3.26}, {'173535': 3.25}, {'4538': 3.23}]"
6985,"[{'189325': 5.32}, {'1555': 5.05}, {'145022': 4.97}, {'77709': 4.88}, {'173351': 4.6}, {'145998': 4.59}, {'108518': 4.55}, {'8462': 4.53}, {'188187': 4.48}, {'86541': 4.46}, {'32862': 4.41}, {'145994': 4.33}, {'32442': 4.24}, {'86096': 4.24}, {'7423': 4.2}]"
6986,"[{'145022': 3.27}, {'189325': 3.24}, {'51167': 3.13}, {'162726': 2.95}, {'133769': 2.88}, {'136445': 2.78}, {'54171': 2.75}, {'146684': 2.71}, {'46194': 2.69}, {'96634': 2.67}, {'121374': 2.66}, {'107999': 2.63}, {'115965': 2.58}, {'118930': 2.58}, {'189331': 2.55}]"
6987,"[{'154816': 4.65}, {'189325': 4.56}, {'1514': 4.46}, {'118334': 4.42}, {'146327': 4.36}, {'173351': 4.34}, {'96687': 4.32}, {'8421': 4.3}, {'6826': 4.27}, {'84160': 4.13}, {'6004': 4.07}, {'169288': 4.07}, {'145994': 4.01}, {'61628': 4.0}, {'94837': 3.99}]"
6988,"[{'143239': 5.0}, {'82591': 5.0}, {'47117': 5.33}, {'111387': 5.15}, {'8238': 5.07}, {'985': 5.03}, {'42385': 5.0}, {'97395': 4.99}, {'43897': 4.98}, {'101893': 4.9}, {'49668': 4.75}, {'60135': 4.73}, {'84273': 4.67}, {'104141': 4.64}, {'51666': 4.6}]"
6989,"[{'154816': 4.87}, {'4739': 4.68}, {'145994': 4.43}, {'87115': 4.41}, {'61628': 4.1}, {'7423': 3.89}, {'77731': 3.87}, {'102188': 3.72}, {'48389': 3.7}, {'6004': 3.67}, {'58324': 3.64}, {'65927': 3.58}, {'70175': 3.56}, {'86096': 3.54}, {'4666': 3.52}]"
6990,"[{'4739': 3.15}, {'86096': 3.06}, {'189325': 3.0}, {'137759': 2.95}, {'7928': 2.94}, {'151767': 2.93}, {'49668': 2.89}, {'154816': 2.88}, {'70175': 2.85}, {'84980': 2.84}, {'49642': 2.84}, {'43289': 2.84}, {'68835': 2.83}, {'67812': 2.78}, {'89139': 2.75}]"
6991,"[{'145994': 4.04}, {'158322': 3.83}, {'48389': 3.5}, {'59832': 3.48}, {'8421': 3.43}, {'77731': 3.29}, {'157387': 3.22}, {'78111': 3.2}, {'186953': 3.18}, {'4739': 3.16}, {'173735': 3.13}, {'119563': 3.13}, {'4481': 3.1}, {'54908': 3.08}, {'5842': 3.07}]"
6992,"[{'145022': 3.99}, {'189325': 3.83}, {'142857': 3.04}, {'86096': 2.97}, {'43289': 2.8}, {'145994': 2.73}, {'60880': 2.73}, {'79236': 2.73}, {'62206': 2.73}, {'105364': 2.66}, {'58870': 2.65}, {'71027': 2.64}, {'32811': 2.56}, {'142861': 2.54}, {'185951': 2.51}]"
6993,"[{'61037': 4.13}, {'174487': 3.95}, {'43289': 3.81}, {'142374': 3.75}, {'142925': 3.71}, {'86096': 3.7}, {'80141': 3.68}, {'140809': 3.68}, {'89862': 3.64}, {'152123': 3.63}, {'105130': 3.61}, {'25762': 3.59}, {'104762': 3.53}, {'63181': 3.5}, {'50583': 3.48}]"
6994,"[{'26219': 4.71}, {'56511': 4.54}, {'31107': 4.49}, {'84230': 4.32}, {'8055': 4.24}, {'70229': 4.2}, {'8421': 4.18}, {'89961': 4.12}, {'172455': 4.11}, {'96687': 4.03}, {'48167': 4.02}, {'8680': 4.01}, {'26117': 3.96}, {'92498': 3.92}, {'872': 3.9}]"
6995,"[{'5783': 4.07}, {'27320': 3.82}, {'106158': 3.75}, {'189325': 3.44}, {'58870': 3.4}, {'65359': 3.39}, {'89862': 3.34}, {'61037': 3.32}, {'112655': 3.28}, {'133335': 3.25}, {'151769': 3.21}, {'84230': 3.15}, {'174487': 3.15}, {'42740': 3.14}, {'1796': 3.13}]"
6996,"[{'43289': 5.39}, {'96009': 5.35}, {'52865': 5.31}, {'89584': 4.94}, {'86096': 4.87}, {'107368': 4.83}, {'164983': 4.69}, {'5455': 4.6}, {'154941': 4.57}, {'152123': 4.52}, {'152029': 4.47}, {'178355': 4.39}, {'32811': 4.38}, {'2768': 4.35}, {'3313': 4.31}]"
6997,"[{'145022': 4.82}, {'189325': 4.26}, {'145994': 4.22}, {'188625': 3.88}, {'105364': 3.83}, {'70175': 3.82}, {'133335': 3.74}, {'71027': 3.64}, {'8421': 3.63}, {'25762': 3.59}, {'154816': 3.57}, {'138952': 3.56}, {'151769': 3.55}, {'86096': 3.55}, {'7423': 3.55}]"
6998,"[{'189325': 3.19}, {'2768': 3.02}, {'26761': 2.87}, {'114873': 2.84}, {'3106': 2.81}, {'27781': 2.74}, {'76158': 2.74}, {'55856': 2.73}, {'112907': 2.73}, {'98697': 2.72}, {'98065': 2.69}, {'6127': 2.68}, {'4260': 2.67}, {'173275': 2.67}, {'26835': 2.67}]"
6999,"[{'189325': 4.08}, {'40752': 3.61}, {'27513': 3.29}, {'2768': 3.29}, {'86541': 3.24}, {'160988': 3.19}, {'144448': 3.19}, {'43289': 3.19}, {'6969': 3.14}, {'166777': 3.12}, {'60880': 3.08}, {'62206': 3.08}, {'79236': 3.08}, {'7168': 3.08}, {'6563': 3.06}]"
7000,"[{'89862': 5.12}, {'105130': 5.02}, {'34314': 4.98}, {'26157': 4.83}, {'78162': 4.7}, {'171631': 4.58}, {'31894': 4.42}, {'26479': 4.41}, {'61037': 4.41}, {'5939': 4.38}, {'61678': 4.3}, {'171207': 4.29}, {'31107': 4.21}, {'69075': 4.18}, {'53': 4.17}]"
7001,"[{'189325': 2.93}, {'55856': 2.78}, {'145028': 2.7}, {'121135': 2.66}, {'68462': 2.6}, {'7885': 2.6}, {'98198': 2.57}, {'3106': 2.57}, {'175625': 2.56}, {'112903': 2.56}, {'112907': 2.56}, {'135290': 2.51}, {'985': 2.51}, {'76158': 2.5}, {'2768': 2.48}]"
7002,"[{'31107': 4.56}, {'56511': 4.14}, {'145022': 4.08}, {'34314': 3.92}, {'47907': 3.91}, {'83506': 3.89}, {'170481': 3.82}, {'117310': 3.81}, {'99143': 3.79}, {'8680': 3.79}, {'84230': 3.78}, {'130510': 3.76}, {'7343': 3.76}, {'96687': 3.7}, {'48660': 3.67}]"
7003,"[{'27841': 4.31}, {'149650': 4.18}, {'170959': 4.17}, {'156783': 4.15}, {'27646': 4.04}, {'114760': 3.91}, {'128671': 3.87}, {'171749': 3.79}, {'140769': 3.78}, {'60201': 3.77}, {'49225': 3.75}, {'98755': 3.67}, {'161240': 3.66}, {'42783': 3.65}, {'26761': 3.64}]"
7004,"[{'145022': 4.43}, {'4538': 3.29}, {'165069': 3.26}, {'173535': 3.25}, {'39244': 3.23}, {'53453': 3.05}, {'189325': 3.03}, {'89369': 2.99}, {'192579': 2.98}, {'97828': 2.97}, {'151585': 2.94}, {'7066': 2.93}, {'89632': 2.91}, {'136956': 2.89}, {'27779': 2.88}]"
7005,"[{'145022': 3.62}, {'189325': 3.61}, {'6511': 2.96}, {'4538': 2.92}, {'7928': 2.79}, {'142857': 2.78}, {'3229': 2.77}, {'151765': 2.75}, {'26021': 2.72}, {'79987': 2.7}, {'49668': 2.69}, {'114082': 2.67}, {'71027': 2.67}, {'165069': 2.65}, {'133716': 2.64}]"
7006,"[{'145022': 3.8}, {'154941': 3.56}, {'189325': 3.51}, {'185951': 3.33}, {'142857': 3.18}, {'84230': 3.17}, {'51167': 3.16}, {'162726': 3.1}, {'140769': 3.1}, {'120813': 3.07}, {'560': 3.04}, {'148855': 2.99}, {'188187': 2.98}, {'127154': 2.96}, {'114760': 2.95}]"
7007,"[{'2768': 4.44}, {'116191': 3.97}, {'135625': 3.88}, {'98065': 3.87}, {'5024': 3.73}, {'84799': 3.72}, {'6563': 3.6}, {'31705': 3.6}, {'141928': 3.57}, {'161111': 3.54}, {'77770': 3.49}, {'6456': 3.43}, {'27513': 3.43}, {'5465': 3.41}, {'91490': 3.39}]"
7008,"[{'189325': 4.52}, {'145022': 4.43}, {'96687': 3.97}, {'173351': 3.54}, {'5037': 3.46}, {'4379': 3.45}, {'31032': 3.32}, {'4193': 3.23}, {'2591': 3.22}, {'83506': 3.16}, {'68874': 3.15}, {'27158': 3.13}, {'33264': 3.11}, {'6030': 3.1}, {'32199': 3.08}]"
7009,"[{'145022': 4.18}, {'31032': 3.8}, {'119565': 3.48}, {'61264': 3.48}, {'89632': 3.45}, {'146684': 3.4}, {'26796': 3.39}, {'7879': 3.38}, {'4302': 3.37}, {'89862': 3.35}, {'60135': 3.34}, {'189325': 3.34}, {'112907': 3.33}, {'77293': 3.33}, {'190089': 3.3}]"
7010,"[{'189325': 3.95}, {'49668': 3.14}, {'7343': 2.98}, {'145022': 2.92}, {'84122': 2.8}, {'26809': 2.77}, {'53853': 2.77}, {'1514': 2.73}, {'143239': 2.68}, {'86083': 2.66}, {'151767': 2.65}, {'8238': 2.65}, {'985': 2.65}, {'45000': 2.64}, {'142857': 2.61}]"
7011,"[{'67812': 4.49}, {'2216': 4.19}, {'5939': 4.14}, {'58870': 3.93}, {'40752': 3.92}, {'101893': 3.89}, {'156783': 3.83}, {'70175': 3.81}, {'105364': 3.8}, {'155285': 3.78}, {'189325': 3.76}, {'34411': 3.75}, {'173427': 3.73}, {'60135': 3.67}, {'124476': 3.66}]"
7012,"[{'8867': 4.81}, {'166777': 4.76}, {'26803': 4.62}, {'66302': 4.51}, {'6563': 4.5}, {'156783': 4.4}, {'87279': 4.35}, {'188187': 4.34}, {'102007': 4.33}, {'32375': 4.17}, {'7168': 4.16}, {'4201': 4.13}, {'114852': 4.11}, {'4026': 4.07}, {'1664': 4.05}]"
7013,"[{'189325': 3.07}, {'32811': 2.96}, {'142857': 2.87}, {'145022': 2.86}, {'136459': 2.73}, {'102956': 2.72}, {'151767': 2.68}, {'188751': 2.67}, {'136343': 2.64}, {'59295': 2.64}, {'136443': 2.63}, {'46194': 2.61}, {'148108': 2.61}, {'58324': 2.59}, {'4538': 2.59}]"
7014,"[{'6342': 3.96}, {'60135': 3.49}, {'84230': 3.35}, {'111680': 3.33}, {'115965': 3.27}, {'5028': 3.27}, {'8238': 3.26}, {'5798': 3.2}, {'85334': 3.19}, {'47117': 3.19}, {'34246': 3.18}, {'134378': 3.17}, {'871': 3.15}, {'26219': 3.11}, {'33264': 3.11}]"
7015,"[{'103022': 4.47}, {'133869': 4.43}, {'44073': 4.36}, {'30721': 4.31}, {'102396': 4.3}, {'5939': 4.16}, {'105130': 4.16}, {'26593': 4.15}, {'171631': 4.07}, {'58870': 4.05}, {'59832': 3.91}, {'61037': 3.87}, {'142857': 3.87}, {'109423': 3.78}, {'100157': 3.77}]"
7016,"[{'44073': 5.13}, {'2216': 4.82}, {'40752': 4.52}, {'5939': 4.44}, {'69075': 4.42}, {'30721': 4.39}, {'110380': 4.25}, {'26593': 4.16}, {'102396': 4.06}, {'179285': 4.04}, {'133869': 4.01}, {'156783': 3.99}, {'8867': 3.97}, {'142857': 3.94}, {'32352': 3.77}]"
7017,"[{'39244': 5.0}, {'96634': 5.0}, {'70978': 5.3}, {'133716': 4.96}, {'133199': 4.87}, {'70992': 4.78}, {'145022': 4.75}, {'31894': 4.68}, {'88065': 4.66}, {'6933': 4.63}, {'26073': 4.62}, {'170939': 4.55}, {'57706': 4.49}, {'7341': 4.46}, {'7276': 4.45}]"
7018,"[{'189325': 4.2}, {'145022': 3.86}, {'26761': 3.1}, {'84122': 2.96}, {'7928': 2.94}, {'97828': 2.91}, {'4538': 2.84}, {'165069': 2.81}, {'53453': 2.77}, {'98697': 2.76}, {'79987': 2.76}, {'61628': 2.74}, {'60880': 2.72}, {'62206': 2.72}, {'79236': 2.72}]"
7019,"[{'82591': 5.34}, {'985': 5.07}, {'56167': 4.89}, {'145022': 4.81}, {'98126': 4.7}, {'7437': 4.63}, {'111387': 4.58}, {'145140': 4.56}, {'46770': 4.43}, {'42385': 4.4}, {'55298': 4.39}, {'94663': 4.38}, {'47117': 4.35}, {'157106': 4.31}, {'59105': 4.28}]"
7020,"[{'189325': 3.61}, {'145022': 3.2}, {'5783': 2.9}, {'985': 2.8}, {'62206': 2.72}, {'79236': 2.72}, {'60880': 2.72}, {'91970': 2.59}, {'60135': 2.58}, {'35386': 2.53}, {'27093': 2.51}, {'54986': 2.5}, {'112907': 2.49}, {'107434': 2.48}, {'107252': 2.48}]"
